"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Cost per Website Lead (USD)","Website Leads","Cost per Lead (Form) (USD)","Leads (Form)","Offer Claims","Cost per Offer Claim (USD)","Cost per Website Content Views (USD)","Cost per Website Purchase (USD)","Cost per Page Like (USD)","Post Reactions"
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Lexington,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Dayton,50,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Norfolk-Portsmth-Newpt Nws",50,Lifetime,0.12,0,7.1428571428571,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Greenville-N.Bern-Washngtn,50,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Columbia, SC",50,Lifetime,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Toledo,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"West Palm Beach-Ft. Pierce",50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Syracuse,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Richmond-Petersburg,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Raleigh-Durham (Fayetvlle)",50,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Jacksonville,50,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Grand Rapids-Kalmzoo-B.Crk",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Greenvll-Spart-Ashevll-And,50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Myrtle Beach-Florence",50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Roanoke-Lynchburg,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Chattanooga,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Salisbury,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"South Bend-Elkhart",50,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Corpus Christi",50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Chicago,50,Lifetime,0.15,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Dothan,50,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"St. Louis",50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Rockford,50,Lifetime,0.01,0,100,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Shreveport,50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Minneapolis-St. Paul",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Kansas City",50,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Milwaukee,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Houston,50,Lifetime,0.19,0,4.7619047619048,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"New Orleans",50,Lifetime,0.08,0,13.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Dallas-Ft. Worth",50,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Waco-Temple-Bryan,50,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Monroe-El Dorado",50,Lifetime,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Birmingham (Ann And Tusc)",50,Lifetime,0.08,0,25,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Paducah-Cape Girard-Harsbg",50,Lifetime,0.03,0,25,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Harlingen-Wslco-Brnsvl-Mca,50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Cedar Rapids-Wtrlo-Iwc&Dub",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Jackson, TB",50,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Memphis,50,Lifetime,0.37,0,4.7619047619048,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"San Antonio",50,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Lake Charles",50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Alexandria, LA",50,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Greenwood-Greenville,50,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Champaign&Sprngfld-Decatur,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Oklahoma City",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Nashville,50,Lifetime,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Ft. Smith-Fay-Sprngdl-Rgrs",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Columbus-Tupelo-W Pnt-Hstn",50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Mobile-Pensacola (Ft Walt)",50,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Huntsville-Decatur (Flor)",50,Lifetime,0,0,50,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Beaumont-Port Arthur",50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Little Rock-Pine Bluff",50,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Montgomery-Selma,50,Lifetime,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Tyler-Longview(Lfkn&Ncgd),50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Hattiesburg-Laurel,50,Lifetime,0.02,0,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Baton Rouge",50,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Jackson, MS",50,Lifetime,0.26,0,3.3333333333333,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Jonesboro,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Bowling Green",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Honolulu,50,Lifetime,0.04,0,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Biloxi-Gulfport,50,Lifetime,0.05,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Denver,50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Phoenix (Prescott)",50,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Los Angeles",50,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"San Francisco-Oak-San Jose",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"San Diego",50,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,"Las Vegas",50,Lifetime,0.04,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,Proctor_Shift201705_Motivate_AAH_MW1_1.2MGrad,Sacramnto-Stkton-Modesto,50,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Macon,5,Daily,0.97,0,8.695652173913,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Pittsburgh,5,Daily,0.22,0,44.444444444444,11.111111111111,0.22,1,,,0.22,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Charlotte,5,Daily,1.31,0,9.1954022988506,1.1494252873563,1.31,1,,,1.31,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Greensboro-H.Point-W.Salem,5,Daily,0.59,0,6.8181818181818,2.2727272727273,0.59,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Atlanta,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Albany, GA",5,Daily,0.15,0,5.2631578947368,5.2631578947368,0.15,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Tallahassee-Thomasville,5,Daily,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Columbia, SC",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Richmond-Petersburg,5,Daily,0.36,0,11.764705882353,2.9411764705882,0.36,1,,,0.36,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Jacksonville,5,Daily,0.72,0,2.2222222222222,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Grand Rapids-Kalmzoo-B.Crk",5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Harrisburg-Lncstr-Leb-York,5,Daily,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Greenvll-Spart-Ashevll-And,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Roanoke-Lynchburg,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"South Bend-Elkhart",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Clarksburg-Weston,5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Minneapolis-St. Paul",5,Daily,0.24,0,23.529411764706,5.8823529411765,0.24,1,,,0.24,1,,,,,,2
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Milwaukee,5,Daily,0.25,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Memphis,5,Daily,1.64,0,10.810810810811,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"San Antonio",5,Daily,0.27,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Greenwood-Greenville,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Panama City",5,Daily,0.08,0,100,50,0.08,1,,,0.08,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Huntsville-Decatur (Flor)",5,Daily,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"La Crosse-Eau Claire",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Baton Rouge",5,Daily,0.57,0,16.279069767442,2.3255813953488,0.57,1,,,,,,,,,0.57,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Jackson, MS",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,"Phoenix (Prescott)",5,Daily,0.21,0,26.315789473684,5.2631578947368,0.21,1,,,0.21,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_hotmet3554_380k_Mobile,Seattle-Tacoma,5,Daily,0.45,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgradCardev_Mobile,"Raleigh-Durham (Fayetvlle)",5,Daily,2.09,0,6.8181818181818,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgradCardev_Mobile,"Myrtle Beach-Florence",5,Daily,0.02,0,100,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgrad_Mobile,Wilmington,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgrad_Mobile,"Raleigh-Durham (Fayetvlle)",5,Daily,21.73,0,8.2220660576247,1.2649332396346,1.2072222222222,18,21.73,1,2.71625,8,,,10.865,,21.73,7
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgrad_Mobile,"Myrtle Beach-Florence",5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_RTPPgrad_Mobile,Roanoke-Lynchburg,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_submixRTP_Mobile,"Raleigh-Durham (Fayetvlle)",5,Daily,4,0,6.1538461538462,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_submixRTP_Mobile,"Myrtle Beach-Florence",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_SubMixRaleigh_Mobile,Charlotte,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_SubMixRaleigh_Mobile,"Raleigh-Durham (Fayetvlle)",35,Lifetime,3.55,0,4.8076923076923,0.48076923076923,3.55,1,,,,,,,,,,2
2017-04-28,2017-05-14,Course1_ImpPg_Dej_SubMixRTP_Mobile,"Raleigh-Durham (Fayetvlle)",35,Lifetime,4.34,0,3.8461538461538,,,,,,,,,,,,,3
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Charlotte,35,Lifetime,0.7,0,7.5,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Greensboro-H.Point-W.Salem,35,Lifetime,0.58,0,4.1666666666667,,,,,,,,,,,,,1
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Indianapolis,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,"Norfolk-Portsmth-Newpt Nws",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Greenville-N.Bern-Washngtn,35,Lifetime,0.24,0,4.3478260869565,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Wilmington,35,Lifetime,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,"Raleigh-Durham (Fayetvlle)",35,Lifetime,2.03,0,3.9473684210526,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,Greenvll-Spart-Ashevll-And,35,Lifetime,0.06,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,Course1_ImpPg_Dej_NC500k_Mobile,"Myrtle Beach-Florence",35,Lifetime,0.17,0,12.5,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSmixRTP_Mobile,"Raleigh-Durham (Fayetvlle)",5,Daily,13.44,0,7.6227390180879,2.0671834625323,0.84,16,,,2.688,5,,,,,,2
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSmixRTP_Mobile,"Myrtle Beach-Florence",5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1Ryan_LinkedIn_RTP22_52_Mobile_Women,"Raleigh-Durham (Fayetvlle)",30,Daily,19.5,0,3.4175334323923,1.1887072808321,1.21875,16,,,,,,,,,19.5,3
2017-04-28,2017-05-14,1Ryan_LinkedIn_RTP22_52_Mobile_Women,"Myrtle Beach-Florence",30,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1Ryan_LinkedIn_RTP22_52_Mobile_Women,Roanoke-Lynchburg,30,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Macon,5,Daily,0.33,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Pittsburgh,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Charlotte,5,Daily,1.17,0,10,3.3333333333333,1.17,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Greensboro-H.Point-W.Salem,5,Daily,0.58,0,17.647058823529,5.8823529411765,0.58,1,,,0.58,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Atlanta,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Albany, GA",5,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Tallahassee-Thomasville,5,Daily,0.32,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Richmond-Petersburg,5,Daily,0.51,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Jacksonville,5,Daily,0.39,0,7.6923076923077,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Grand Rapids-Kalmzoo-B.Crk",5,Daily,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Harrisburg-Lncstr-Leb-York,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Greenvll-Spart-Ashevll-And,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Charlottesville,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Minneapolis-St. Paul",5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Milwaukee,5,Daily,0.16,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Memphis,5,Daily,0.82,0,5.8823529411765,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"San Antonio",5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Greenwood-Greenville,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Huntsville-Decatur (Flor)",5,Daily,0.17,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Baton Rouge",5,Daily,0.24,0,12.5,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Jackson, MS",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,"Phoenix (Prescott)",5,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670khotmet_Mobile,Seattle-Tacoma,5,Daily,0.29,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"New York",10,Daily,1.26,0,1.4705882352941,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Philadelphia,10,Daily,0.76,0,11.320754716981,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Detroit,10,Daily,1.08,0,5.2631578947368,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Boston (Manchester)",10,Daily,0.17,0,33.333333333333,11.111111111111,0.17,1,,,0.17,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Savannah,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Pittsburgh,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Cleveland-Akron (Canton)",10,Daily,0.22,0,5,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Washington, DC (Hagrstwn)",10,Daily,0.46,0,3.448275862069,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Baltimore,10,Daily,0.45,0,10.714285714286,3.5714285714286,0.45,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Flint-Saginaw-Bay City",10,Daily,0.18,0,12.5,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Buffalo,10,Daily,0.24,0,25,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Cincinnati,10,Daily,0.3,0,6.6666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Erie,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Charlotte,10,Daily,1.15,0,6.0606060606061,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Greensboro-H.Point-W.Salem,10,Daily,0.45,0,4.5454545454545,4.5454545454545,0.45,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Charleston, SC",10,Daily,0.03,0,12.5,12.5,0.03,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Augusta-Aiken,10,Daily,0.04,0,0,,,,,,,,,,,,,
